ACCOUNT_ID,CUSTOMER_ID,INIT_BALANCE,COUNTRY,ACCOUNT_TYPE,IS_FRAUD,TX_BEHAVIOR_ID
122,C_122,137.01,US,I,false,1
123,C_123,198.05,US,I,false,1
124,C_124,103.64,US,I,false,1
125,C_125,102.16,US,I,false,1
126,C_126,196.10,US,I,false,1
127,C_127,118.50,US,I,false,1
128,C_128,112.39,US,I,false,1
129,C_129,121.06,US,I,false,1
130,C_130,180.07,US,I,false,1
131,C_131,193.70,US,I,false,1
132,C_132,102.28,US,I,false,1
133,C_133,142.56,US,I,false,1
134,C_134,110.15,US,I,false,1
135,C_135,125.99,US,I,false,1
136,C_136,122.08,US,I,false,1
137,C_137,164.69,US,I,false,1
138,C_138,135.03,US,I,true,1
139,C_139,118.03,US,I,false,1
140,C_140,150.36,US,I,false,1
141,C_141,103.94,US,I,false,1
142,C_142,110.09,US,I,false,1
143,C_143,198.82,US,I,false,1
144,C_144,119.94,US,I,false,1
145,C_145,135.86,US,I,false,1
146,C_146,173.16,US,I,false,1
147,C_147,183.83,US,I,false,1
148,C_148,191.85,US,I,false,1
149,C_149,116.94,US,I,false,1
150,C_150,167.26,US,I,false,1
151,C_151,196.65,US,I,false,1
152,C_152,105.81,US,I,false,1
153,C_153,167.62,US,I,true,1
154,C_154,184.54,US,I,false,1
155,C_155,134.23,US,I,false,1
156,C_156,125.07,US,I,false,1
157,C_157,159.68,US,I,false,1
158,C_158,144.23,US,I,false,1
159,C_159,117.48,US,I,false,1
160,C_160,147.16,US,I,false,1
161,C_161,140.99,US,I,false,1
162,C_162,156.91,US,I,false,1
163,C_163,150.86,US,I,false,1
164,C_164,131.14,US,I,false,1
165,C_165,135.72,US,I,false,1
166,C_166,183.77,US,I,false,1
167,C_167,125.09,US,I,false,1
168,C_168,156.06,US,I,false,1
169,C_169,101.24,US,I,false,1
170,C_170,174.16,US,I,false,1
171,C_171,133.59,US,I,false,1
172,C_172,104.57,US,I,false,1
173,C_173,128.09,US,I,false,1
174,C_174,124.01,US,I,false,1
175,C_175,195.31,US,I,false,1
176,C_176,135.22,US,I,false,1
177,C_177,128.79,US,I,true,1
178,C_178,135.92,US,I,false,1
179,C_179,194.69,US,I,false,1
180,C_180,163.37,US,I,false,1
181,C_181,162.11,US,I,false,1
182,C_182,171.56,US,I,true,1
183,C_183,138.80,US,I,false,1
184,C_184,141.44,US,I,false,1
185,C_185,165.08,US,I,false,1
186,C_186,100.15,US,I,false,1
187,C_187,119.23,US,I,false,1
188,C_188,133.44,US,I,false,1
189,C_189,123.94,US,I,true,1
190,C_190,163.74,US,I,false,1
191,C_191,137.86,US,I,false,1
192,C_192,187.54,US,I,false,1
193,C_193,156.82,US,I,false,1
194,C_194,141.44,US,I,false,1
195,C_195,140.23,US,I,false,1
196,C_196,170.18,US,I,false,1
197,C_197,141.82,US,I,false,1
198,C_198,166.22,US,I,false,1
199,C_199,104.68,US,I,false,1
200,C_200,289.07,US,I,false,2
201,C_201,251.85,US,I,false,2
202,C_202,231.54,US,I,false,2
203,C_203,305.51,US,I,false,2
204,C_204,297.45,US,I,false,2
205,C_205,312.28,US,I,false,2
206,C_206,351.10,US,I,false,2
207,C_207,376.78,US,I,false,2
208,C_208,298.92,US,I,false,2
209,C_209,262.41,US,I,false,2
210,C_210,293.38,US,I,false,2
211,C_211,361.81,US,I,false,2
212,C_212,375.00,US,I,false,2
213,C_213,362.48,US,I,false,2
214,C_214,237.60,US,I,false,2
215,C_215,399.88,US,I,false,2
216,C_216,326.62,US,I,false,2
217,C_217,216.69,US,I,false,2
218,C_218,345.11,US,I,false,2
219,C_219,397.36,US,I,false,2
220,C_220,280.36,US,I,false,2
221,C_221,335.70,US,I,false,2
222,C_222,263.24,US,I,false,2
223,C_223,242.70,US,I,false,2
224,C_224,343.46,US,I,false,2
225,C_225,200.47,US,I,false,2
226,C_226,364.55,US,I,false,2
227,C_227,305.67,US,I,false,2
228,C_228,219.56,US,I,false,2
229,C_229,223.78,US,I,false,2
230,C_230,329.85,US,I,false,2
231,C_231,374.73,US,I,false,2
232,C_232,256.00,US,I,false,2
233,C_233,395.70,US,I,false,2
234,C_234,220.04,US,I,false,2
235,C_235,370.79,US,I,false,2
236,C_236,279.34,US,I,true,2
237,C_237,216.27,US,I,false,2
238,C_238,254.94,US,I,false,2
239,C_239,290.60,US,I,false,2
240,C_240,358.47,US,I,false,2
241,C_241,372.27,US,I,false,2
242,C_242,226.68,US,I,false,2
243,C_243,304.17,US,I,false,2
244,C_244,330.16,US,I,false,2
245,C_245,269.41,US,I,false,2
246,C_246,374.37,US,I,false,2
247,C_247,255.68,US,I,false,2
248,C_248,203.71,US,I,false,2
249,C_249,208.13,US,I,false,2
250,C_250,336.20,US,I,false,2
251,C_251,311.67,US,I,false,2
252,C_252,389.30,US,I,false,2
253,C_253,387.69,US,I,false,2
254,C_254,381.97,US,I,false,2
255,C_255,208.40,US,I,false,2
256,C_256,349.83,US,I,false,2
257,C_257,340.26,US,I,false,2
258,C_258,331.07,US,I,true,2
259,C_259,342.47,US,I,false,2
260,C_260,380.54,US,I,false,2
261,C_261,328.03,US,I,false,2
262,C_262,274.49,US,I,false,2
263,C_263,307.59,US,I,false,2
264,C_264,241.57,US,I,false,2
265,C_265,317.43,US,I,false,2
266,C_266,201.78,US,I,false,2
267,C_267,230.20,US,I,false,2
268,C_268,266.68,US,I,false,2
269,C_269,357.92,US,I,false,2
270,C_270,343.70,US,I,false,2
271,C_271,267.65,US,I,false,2
272,C_272,324.11,US,I,false,2
273,C_273,208.24,US,I,false,2
274,C_274,232.77,US,I,false,2
275,C_275,396.38,US,I,false,2
276,C_276,257.91,US,I,false,2
277,C_277,278.96,US,I,false,2
278,C_278,309.70,US,I,false,2
279,C_279,258.68,US,I,false,2
280,C_280,295.61,US,I,false,2
281,C_281,247.94,US,I,false,2
282,C_282,209.65,US,I,false,2
283,C_283,235.92,US,I,false,2
284,C_284,304.61,US,I,false,2
285,C_285,214.17,US,I,false,2
286,C_286,280.63,US,I,false,2
287,C_287,265.70,US,I,false,2
288,C_288,282.94,US,I,false,2
289,C_289,219.88,US,I,false,2
290,C_290,381.73,US,I,false,2
291,C_291,294.80,US,I,false,2
292,C_292,368.17,US,I,false,2
293,C_293,395.25,US,I,false,2
294,C_294,268.73,US,I,false,2
295,C_295,295.82,US,I,false,2
296,C_296,339.92,US,I,false,2
297,C_297,285.31,US,I,false,2
298,C_298,260.38,US,I,false,2
299,C_299,346.95,US,I,false,2
300,C_300,378.88,US,I,false,2
301,C_301,383.94,US,I,false,2
302,C_302,325.35,US,I,false,2
303,C_303,275.11,US,I,false,2
304,C_304,394.91,US,I,false,2
305,C_305,327.78,US,I,false,2
306,C_306,213.17,US,I,false,2
307,C_307,216.93,US,I,false,2
308,C_308,349.97,US,I,false,2
309,C_309,212.23,US,I,false,2
310,C_310,201.57,US,I,false,2
311,C_311,278.76,US,I,false,2
312,C_312,303.80,US,I,false,2
313,C_313,289.71,US,I,false,2
314,C_314,297.72,US,I,true,2
315,C_315,316.98,US,I,false,2
316,C_316,335.86,US,I,true,2
317,C_317,284.61,US,I,false,2
318,C_318,273.67,US,I,false,2
319,C_319,397.69,US,I,false,2
320,C_320,252.18,US,I,false,2
321,C_321,355.42,US,I,false,2
322,C_322,286.24,US,I,false,2
323,C_323,271.70,US,I,false,2
324,C_324,212.77,US,I,false,2
325,C_325,372.72,US,I,false,2
326,C_326,340.40,US,I,false,2
327,C_327,380.60,US,I,false,2
328,C_328,290.32,US,I,false,2
329,C_329,335.38,US,I,false,2
330,C_330,223.78,US,I,false,2
331,C_331,279.59,US,I,false,2
332,C_332,241.45,US,I,false,2
333,C_333,208.42,US,I,false,2
334,C_334,389.59,US,I,false,2
335,C_335,243.18,US,I,false,2
336,C_336,229.27,US,I,false,2
337,C_337,239.59,US,I,false,2
338,C_338,275.61,US,I,false,2
339,C_339,309.28,US,I,false,2
340,C_340,230.27,US,I,false,2
341,C_341,397.74,US,I,false,2
342,C_342,396.60,US,I,false,2
343,C_343,229.68,US,I,false,2
344,C_344,281.18,US,I,true,2
345,C_345,335.99,US,I,false,2
346,C_346,375.53,US,I,false,2
347,C_347,299.08,US,I,false,2
348,C_348,383.41,US,I,false,2
349,C_349,264.49,US,I,false,2
350,C_350,299.69,US,I,false,2
351,C_351,299.73,US,I,false,2
352,C_352,334.01,US,I,false,2
353,C_353,240.40,US,I,false,2
354,C_354,321.95,US,I,false,2
355,C_355,243.75,US,I,false,2
356,C_356,268.04,US,I,false,2
357,C_357,392.51,US,I,false,2
358,C_358,379.80,US,I,false,2
359,C_359,363.62,US,I,false,2
360,C_360,207.09,US,I,true,2
361,C_361,229.67,US,I,false,2
362,C_362,251.38,US,I,false,2
363,C_363,356.83,US,I,false,2
364,C_364,368.47,US,I,false,2
365,C_365,316.59,US,I,false,2
366,C_366,343.63,US,I,false,2
367,C_367,361.41,US,I,false,2
368,C_368,213.27,US,I,true,2
369,C_369,216.93,US,I,false,2
370,C_370,373.78,US,I,false,2
371,C_371,207.88,US,I,false,2
372,C_372,245.02,US,I,false,2
373,C_373,208.13,US,I,false,2
374,C_374,203.06,US,I,false,2
375,C_375,368.79,US,I,false,2
376,C_376,266.12,US,I,false,2
377,C_377,232.14,US,I,false,2
378,C_378,229.76,US,I,false,2
379,C_379,331.22,US,I,false,2
380,C_380,393.72,US,I,false,2
381,C_381,301.00,US,I,false,2
382,C_382,380.22,US,I,false,2
383,C_383,300.49,US,I,false,2
384,C_384,314.77,US,I,false,2
385,C_385,335.71,US,I,true,2
386,C_386,361.02,US,I,false,2
387,C_387,351.57,US,I,false,2
388,C_388,398.11,US,I,false,2
389,C_389,349.39,US,I,false,2
390,C_390,381.16,US,I,true,2
391,C_391,241.22,US,I,false,2
392,C_392,307.08,US,I,false,2
393,C_393,319.72,US,I,false,2
394,C_394,365.14,US,I,false,2
395,C_395,296.44,US,I,false,2
396,C_396,358.21,US,I,false,2
397,C_397,277.71,US,I,false,2
398,C_398,317.28,US,I,false,2
399,C_399,370.26,US,I,false,2
400,C_400,559.61,US,I,false,3
401,C_401,531.40,US,I,false,3
402,C_402,400.05,US,I,false,3
403,C_403,436.39,US,I,false,3
404,C_404,501.37,US,I,false,3
405,C_405,450.89,US,I,false,3
406,C_406,413.12,US,I,false,3
407,C_407,571.98,US,I,false,3
408,C_408,588.59,US,I,false,3
409,C_409,460.56,US,I,false,3
410,C_410,481.61,US,I,false,3
411,C_411,562.01,US,I,false,3
412,C_412,412.45,US,I,false,3
413,C_413,528.20,US,I,false,3
414,C_414,425.46,US,I,false,3
415,C_415,457.42,US,I,false,3
416,C_416,565.99,US,I,false,3
417,C_417,411.11,US,I,false,3
418,C_418,407.19,US,I,false,3
419,C_419,483.57,US,I,false,3
420,C_420,498.37,US,I,false,3
421,C_421,572.67,US,I,false,3
422,C_422,543.44,US,I,true,3
423,C_423,534.71,US,I,false,3
424,C_424,430.27,US,I,false,3
425,C_425,597.34,US,I,false,3
426,C_426,482.23,US,I,false,3
427,C_427,522.35,US,I,false,3
428,C_428,477.34,US,I,false,3
429,C_429,409.41,US,I,false,3
430,C_430,494.18,US,I,false,3
431,C_431,430.27,US,I,false,3
432,C_432,406.49,US,I,false,3
433,C_433,523.48,US,I,false,3
434,C_434,525.99,US,I,false,3
435,C_435,421.06,US,I,false,3
436,C_436,509.83,US,I,false,3
437,C_437,469.33,US,I,false,3
438,C_438,476.68,US,I,false,3
439,C_439,555.28,US,I,false,3
440,C_440,498.06,US,I,false,3
441,C_441,576.26,US,I,false,3
442,C_442,522.02,US,I,false,3
443,C_443,493.44,US,I,false,3
444,C_444,526.46,US,I,false,3
445,C_445,467.57,US,I,false,3
446,C_446,424.86,US,I,false,3
447,C_447,536.51,US,I,false,3
448,C_448,524.41,US,I,false,3
449,C_449,557.71,US,I,false,3
450,C_450,425.42,US,I,false,3
451,C_451,582.36,US,I,false,3
452,C_452,559.87,US,I,false,3
453,C_453,583.38,US,I,false,3
454,C_454,574.51,US,I,false,3
455,C_455,536.20,US,I,false,3
456,C_456,562.05,US,I,false,3
457,C_457,503.80,US,I,false,3
458,C_458,557.10,US,I,false,3
459,C_459,437.83,US,I,false,3
460,C_460,556.42,US,I,false,3
461,C_461,488.92,US,I,false,3
462,C_462,551.32,US,I,false,3
463,C_463,491.09,US,I,false,3
464,C_464,557.91,US,I,false,3
465,C_465,415.07,US,I,false,3
466,C_466,408.93,US,I,false,3
467,C_467,586.86,US,I,false,3
468,C_468,497.23,US,I,false,3
469,C_469,580.21,US,I,false,3
470,C_470,588.96,US,I,false,3
471,C_471,533.30,US,I,false,3
472,C_472,514.36,US,I,false,3
473,C_473,443.20,US,I,false,3
474,C_474,418.70,US,I,false,3
475,C_475,563.88,US,I,false,3
476,C_476,577.75,US,I,true,3
477,C_477,555.88,US,I,false,3
478,C_478,539.70,US,I,false,3
479,C_479,484.02,US,I,false,3
480,C_480,461.06,US,I,false,3
481,C_481,422.69,US,I,false,3
482,C_482,485.19,US,I,false,3
483,C_483,513.20,US,I,false,3
484,C_484,584.58,US,I,false,3
485,C_485,587.15,US,I,false,3
486,C_486,483.13,US,I,false,3
487,C_487,419.84,US,I,false,3
488,C_488,554.76,US,I,false,3
489,C_489,546.86,US,I,false,3
490,C_490,406.14,US,I,false,3
491,C_491,489.34,US,I,false,3
492,C_492,537.28,US,I,false,3
493,C_493,406.03,US,I,true,3
494,C_494,583.86,US,I,false,3
495,C_495,592.45,US,I,false,3
496,C_496,544.51,US,I,true,3
497,C_497,415.71,US,I,false,3
498,C_498,414.07,US,I,true,3
499,C_499,471.85,US,I,false,3
500,C_500,405.88,US,I,false,3
501,C_501,469.58,US,I,false,3
502,C_502,401.99,US,I,true,3
503,C_503,594.86,US,I,false,3
504,C_504,563.80,US,I,false,3
505,C_505,414.10,US,I,false,3
506,C_506,578.69,US,I,false,3
507,C_507,441.60,US,I,false,3
508,C_508,440.96,US,I,true,3
509,C_509,534.75,US,I,false,3
510,C_510,587.65,US,I,false,3
511,C_511,424.64,US,I,false,3
512,C_512,401.44,US,I,false,3
513,C_513,473.83,US,I,false,3
514,C_514,404.93,US,I,true,3
515,C_515,520.97,US,I,false,3
516,C_516,571.84,US,I,false,3
517,C_517,437.40,US,I,true,3
518,C_518,422.48,US,I,false,3
519,C_519,468.89,US,I,false,3
520,C_520,591.83,US,I,false,3
521,C_521,426.03,US,I,false,3
522,C_522,593.30,US,I,true,3
523,C_523,472.45,US,I,false,3
524,C_524,494.67,US,I,false,3
525,C_525,458.53,US,I,false,3
526,C_526,587.43,US,I,true,3
527,C_527,591.63,US,I,false,3
528,C_528,527.18,US,I,true,3
529,C_529,436.81,US,I,false,3
530,C_530,598.59,US,I,false,3
531,C_531,420.52,US,I,false,3
532,C_532,516.17,US,I,false,3
533,C_533,431.28,US,I,false,3
534,C_534,579.54,US,I,false,3
535,C_535,589.14,US,I,false,3
536,C_536,560.88,US,I,false,3
537,C_537,463.18,US,I,false,3
538,C_538,448.57,US,I,false,3
539,C_539,550.97,US,I,false,3
540,C_540,458.21,US,I,false,3
541,C_541,483.96,US,I,false,3
542,C_542,409.25,US,I,false,3
543,C_543,426.45,US,I,false,3
544,C_544,404.11,US,I,false,3
545,C_545,415.58,US,I,false,3
546,C_546,414.64,US,I,false,3
547,C_547,484.05,US,I,false,3
548,C_548,510.16,US,I,false,3
549,C_549,548.18,US,I,false,3
550,C_550,428.46,US,I,false,3
551,C_551,484.44,US,I,false,3
552,C_552,527.39,US,I,false,3
553,C_553,416.91,US,I,true,3
554,C_554,488.96,US,I,true,3
555,C_555,473.85,US,I,false,3
556,C_556,589.79,US,I,false,3
557,C_557,411.57,US,I,false,3
558,C_558,481.73,US,I,false,3
559,C_559,483.45,US,I,false,3
560,C_560,545.64,US,I,false,3
561,C_561,464.13,US,I,false,3
562,C_562,440.80,US,I,false,3
563,C_563,458.66,US,I,false,3
564,C_564,494.18,US,I,false,3
565,C_565,590.05,US,I,false,3
566,C_566,559.30,US,I,false,3
567,C_567,455.39,US,I,false,3
568,C_568,511.64,US,I,false,3
569,C_569,537.64,US,I,true,3
570,C_570,559.13,US,I,false,3
571,C_571,489.23,US,I,false,3
572,C_572,479.76,US,I,false,3
573,C_573,553.53,US,I,false,3
574,C_574,486.34,US,I,false,3
575,C_575,449.59,US,I,false,3
576,C_576,490.69,US,I,false,3
577,C_577,587.42,US,I,false,3
578,C_578,428.51,US,I,false,3
579,C_579,492.49,US,I,false,3
580,C_580,527.46,US,I,false,3
581,C_581,496.66,US,I,false,3
582,C_582,440.73,US,I,false,3
583,C_583,400.37,US,I,false,3
584,C_584,539.80,US,I,false,3
585,C_585,523.75,US,I,false,3
586,C_586,401.56,US,I,false,3
587,C_587,459.71,US,I,false,3
588,C_588,553.73,US,I,true,3
589,C_589,525.78,US,I,false,3
590,C_590,509.04,US,I,true,3
591,C_591,431.24,US,I,false,3
592,C_592,541.26,US,I,false,3
593,C_593,494.29,US,I,false,3
594,C_594,535.64,US,I,false,3
595,C_595,552.02,US,I,true,3
596,C_596,446.47,US,I,false,3
597,C_597,552.40,US,I,false,3
598,C_598,456.02,US,I,false,3
599,C_599,596.80,US,I,false,3
600,C_600,112.08,US,I,false,4
601,C_601,188.37,US,I,false,4
602,C_602,104.05,US,I,false,4
603,C_603,125.66,US,I,false,4
604,C_604,152.61,US,I,false,4
605,C_605,158.16,US,I,false,4
606,C_606,139.62,US,I,false,4
607,C_607,110.20,US,I,false,4
608,C_608,125.26,US,I,false,4
609,C_609,128.34,US,I,true,4
610,C_610,175.52,US,I,false,4
611,C_611,190.88,US,I,false,4
612,C_612,159.54,US,I,false,4
613,C_613,103.55,US,I,false,4
614,C_614,179.22,US,I,false,4
615,C_615,130.56,US,I,false,4
616,C_616,133.99,US,I,false,4
617,C_617,153.02,US,I,false,4
618,C_618,124.90,US,I,false,4
619,C_619,192.00,US,I,false,4
620,C_620,116.36,US,I,false,4
621,C_621,141.48,US,I,false,4
622,C_622,128.97,US,I,false,4
623,C_623,151.98,US,I,false,4
624,C_624,157.40,US,I,false,4
625,C_625,162.71,US,I,false,4
626,C_626,153.14,US,I,false,4
627,C_627,141.08,US,I,false,4
628,C_628,163.46,US,I,false,4
629,C_629,140.34,US,I,false,4
630,C_630,177.86,US,I,false,4
631,C_631,178.82,US,I,false,4
632,C_632,129.23,US,I,false,4
633,C_633,137.18,US,I,false,4
634,C_634,162.88,US,I,false,4
635,C_635,115.71,US,I,false,4
636,C_636,169.70,US,I,false,4
637,C_637,138.14,US,I,false,4
638,C_638,159.11,US,I,false,4
639,C_639,113.95,US,I,true,4
640,C_640,166.83,US,I,false,4
641,C_641,135.41,US,I,false,4
642,C_642,147.27,US,I,false,4
643,C_643,141.51,US,I,false,4
644,C_644,147.67,US,I,false,4
645,C_645,169.47,US,I,false,4
646,C_646,131.82,US,I,false,4
647,C_647,165.21,US,I,false,4
648,C_648,106.02,US,I,false,4
649,C_649,130.02,US,I,false,4
650,C_650,174.52,US,I,false,4
651,C_651,105.24,US,I,false,4
652,C_652,162.11,US,I,true,4
653,C_653,102.55,US,I,false,4
654,C_654,147.15,US,I,false,4
655,C_655,188.85,US,I,true,4
656,C_656,101.01,US,I,false,4
657,C_657,152.68,US,I,false,4
658,C_658,106.65,US,I,false,4
659,C_659,186.71,US,I,false,4
660,C_660,168.63,US,I,false,4
661,C_661,174.20,US,I,false,4
662,C_662,166.90,US,I,false,4
663,C_663,100.64,US,I,false,4
664,C_664,104.12,US,I,false,4
665,C_665,162.09,US,I,false,4
666,C_666,199.97,US,I,false,4
667,C_667,187.31,US,I,false,4
668,C_668,169.97,US,I,false,4
669,C_669,172.71,US,I,false,4
670,C_670,122.67,US,I,false,4
671,C_671,175.16,US,I,false,4
672,C_672,128.79,US,I,false,4
673,C_673,110.55,US,I,false,4
674,C_674,146.09,US,I,false,4
675,C_675,133.02,US,I,false,4
676,C_676,116.83,US,I,false,4
677,C_677,142.17,US,I,false,4
678,C_678,189.72,US,I,false,4
679,C_679,143.53,US,I,false,4
680,C_680,144.73,US,I,false,4
681,C_681,170.88,US,I,false,4
682,C_682,152.42,US,I,false,4
683,C_683,112.92,US,I,false,4
684,C_684,191.04,US,I,false,4
685,C_685,144.41,US,I,false,4
686,C_686,178.93,US,I,false,4
687,C_687,138.89,US,I,false,4
688,C_688,180.68,US,I,false,4
689,C_689,138.95,US,I,false,4
690,C_690,122.02,US,I,true,4
691,C_691,119.62,US,I,false,4
692,C_692,194.00,US,I,false,4
693,C_693,158.65,US,I,false,4
694,C_694,104.98,US,I,false,4
695,C_695,138.83,US,I,false,4
696,C_696,123.40,US,I,false,4
697,C_697,108.47,US,I,false,4
698,C_698,118.68,US,I,false,4
699,C_699,105.70,US,I,false,4
700,C_700,163.81,US,I,false,4
701,C_701,117.34,US,I,false,4
702,C_702,161.08,US,I,false,4
703,C_703,161.25,US,I,false,4
704,C_704,170.49,US,I,false,4
705,C_705,151.21,US,I,false,4
706,C_706,128.44,US,I,false,4
707,C_707,187.75,US,I,true,4
708,C_708,135.31,US,I,false,4
709,C_709,145.83,US,I,false,4
710,C_710,163.19,US,I,false,4
711,C_711,151.61,US,I,false,4
712,C_712,195.65,US,I,false,4
713,C_713,195.47,US,I,false,4
714,C_714,192.98,US,I,false,4
715,C_715,193.41,US,I,false,4
716,C_716,158.10,US,I,false,4
717,C_717,149.02,US,I,false,4
718,C_718,170.41,US,I,false,4
719,C_719,121.54,US,I,false,4
720,C_720,126.59,US,I,false,4
721,C_721,104.38,US,I,false,4
722,C_722,116.29,US,I,false,4
723,C_723,100.39,US,I,false,4
724,C_724,165.46,US,I,true,4
725,C_725,114.04,US,I,true,4
726,C_726,178.67,US,I,false,4
727,C_727,168.05,US,I,false,4
728,C_728,197.07,US,I,false,4
729,C_729,139.65,US,I,false,4
730,C_730,192.14,US,I,false,4
731,C_731,145.37,US,I,false,4
732,C_732,133.95,US,I,false,4
733,C_733,110.23,US,I,false,4
734,C_734,188.28,US,I,false,4
735,C_735,179.48,US,I,false,4
736,C_736,132.29,US,I,false,4
737,C_737,145.57,US,I,false,4
738,C_738,132.51,US,I,false,4
739,C_739,102.88,US,I,false,4
740,C_740,104.44,US,I,true,4
741,C_741,136.87,US,I,true,4
742,C_742,120.96,US,I,false,4
743,C_743,152.45,US,I,false,4
744,C_744,118.78,US,I,false,4
745,C_745,120.16,US,I,false,4
746,C_746,167.27,US,I,false,4
747,C_747,173.56,US,I,true,4
748,C_748,131.22,US,I,false,4
749,C_749,186.00,US,I,false,4
750,C_750,125.46,US,I,false,4
751,C_751,134.39,US,I,false,4
752,C_752,171.25,US,I,false,4
753,C_753,104.45,US,I,false,4
754,C_754,193.42,US,I,true,4
755,C_755,107.23,US,I,false,4
756,C_756,146.09,US,I,false,4
757,C_757,172.46,US,I,false,4
758,C_758,104.75,US,I,false,4
759,C_759,180.90,US,I,false,4
760,C_760,197.89,US,I,false,4
761,C_761,146.05,US,I,false,4
762,C_762,111.81,US,I,false,4
763,C_763,108.15,US,I,false,4
764,C_764,109.87,US,I,false,4
765,C_765,176.54,US,I,false,4
766,C_766,141.40,US,I,true,4
767,C_767,191.92,US,I,false,4
768,C_768,144.06,US,I,false,4
